Address,City,State,Zip,Name,geo_longitude,geo_latitude,geo_accuracy,Description,Link,Year,Historic Property
21150 Ventura Blvd, Woodland Hills,CA,91364,My Brother Bar-B-Q,-118.6077573,34.1685745,primary,Cozy country-inspired interior and a cool vintage sign featuring a large cow statue on top.,http://www.mybrothersbarb-q.com/,1957,
9013 Valley Blvd, Rosemead,CA,91770,Di Pilla Italian Restaurant,-118.0727248,34.0809178,house,Cozy  family owned with brick walls  red leather booths under trellised arches.,http://www.dipillas.com/,1967,
9600 Brighton Way, Beverly Hills,CA,90210,Brighton Coffee Shop,-118.404007,34.068368,house,"Corner coffee shop with vintage sign serving breakfast and American, Korean  Mexican food.",http://www.yelp.com/biz/brighton-coffee-shop-beverly-hills,1930,
29983 Mulholland Hwy, Agoura Hills,CA,91301,The Old Place,-118.7782628,34.11439084,house,"Completely wooden throughout, serving rustic comfort food in a converted country store  post office.",http://www.oldplacecornell.com/,1970,
22821 Ventura Blvd, Woodland Hills,CA,91364,Bobby's Coffee Shop,-118.6240207,34.16589469,house,"Comfortable, old-time coffee shop/diner with red leather booths and formica tables.",http://bobbyscoffeeshop.blizzfull.com/,1949,
7780 E Slauson Ave, Commerce,CA,90040,Ozzie's Diner,-118.1278527,33.9762805,primary,"Classic, authentic â€™50â€™s diner with aqua colored booths, formica counter, an amazing original sign and a dark, cozy lounge with a wood bar tucked to the side.",http://www.yelp.com/biz/ozzies-diner-los-angeles,1957,
2311 East Cesar E Chavez Avenue, Los Angeles,CA,90033,George Drive-in,11.3400106,51.3258094,locality,Classic walk-up hamburger fast food stand with original sign.,http://www.yelp.com/biz/georges-drive-in-riverside,1974,
700 W Paseo Del Mar, San Pedro,CA,90731,Walker's Cafe,-118.291789,33.7061874,restaurant,"Classic vintage family-run dive cafe, a biker favorite. Located on an ocean side cliff.",http://www.seecalifornia.com/dining/san-pedro-walkers-cafe.html,1944,
1223 East Route 66, Glendora,CA,91740,Golden Spur,,,,Classic mid-century steakhouse on Route 66 that started as a horse ride-up burger stand. Amazing vintage sign of a cowboy boot with spur attached & great vintage interior.,http://www.goldenspurrestaurant.com/our-story.html,1918,
1760 N Vermont Ave, Los Angeles,CA,90027,Dresden Restaurant,-118.2916325,34.103174,restaurant,"Classic mid-century steakhouse  lounge. Leather booths, river rock walls, preserved vintage.",http://www.thedresden.com/index.html,1954,
4410 Lankershim Blvd, N. Hollywood,CA,91602,Ernie's Mexican Restaurant,-118.366024,34.150851,house,Classic mid-century Mexican with two dining areas  a bar dimly lit with leather booths.,http://www.erniesnoho.com/,1952,
9518 Imperial Hwy, Downey,CA,90242,Stox,,,,Classic mid-century diner with original design. Opened in 1954 at a previous location.,http://www.stoxrestaurant.com/1006/Page.aspx,1962,
916 W Olive Ave., Burbank,CA,91506,Franks Restaurant,-118.316629,34.17323735,house,"Classic mid-1960 diner architecture. Button-tufted booths, wood laminate counters.",https://burbanklandmark.wordpress.com/about/,1965,
3668 Beverly Blvd, Los Angeles,CA,90004,Mexican Village,-118.2883904,34.076249,house,Classic Mexican. Saltillo-tiles floors and traditional Mexican decor.,http://themexicanvillage.com/mexican-village-food-restaurant/mexican-village-food-restaurant.html,1965,
2500 Wilshire Blvd, Santa Monica,CA,90403,Casa Escobar,-118.478065,34.03538,house,"Classic Mexican. Extremely dark with semi circular red leather booths, brick walls and a vintage exterior.",http://smdp.com/old-timers-vol-4-casa-escobar/80096,1967,
4441 Sunset Blvd, Los Angeles,CA,90027,El Chavo,-118.286532,34.09789633,house,Classic Mexican.  Dark and romantic it is supposed to be Dolly Parton favorite L.A. restaurant.,http://www.elchavorestaurant.com/homepage.html,1966,
11 Olvera St, Los Angeles,CA,90012,El Paseo Inn,11.3400106,51.3258094,locality,Classic Mexican opened in 1930 at another location; moved in 1953. From 1870-1914 this building was a winemaker.,http://www.elpaseoinn.com/history.html,1953,
7408 Sunset Blvd, Los Angeles,CA,90029,El Compadre,-118.2758696,34.0875296,primary,"Classic Mexican food. Dark, with an old world hacienda feeling, leather booths and flaming margaritas.",http://www.elcompadrerestaurant.com/about-us,1975,
19565 Parthenia St, Northridge,CA,91324,Brent's Delicatessan,-118.5593972,34.22830535,house,"Classic late 821760s Jewish deli with forest green  gold booths, etched glass, brick walls.      ",http://brentsdeli.com/aboutus.aspx,1967,
3116 W Magnolia Blvd, Burbank,CA,91505,Tony Bella Vista Restaurant,-118.3411067,34.16973833,house,"Classic Italian-American with red leather booths, 1960s wood and low lighting.",http://www.tonysbellavista.com/about-us/,1965,
5907 Franklin Ave, Los Angeles,CA,90068,La Poubelle,-118.3453957,34.1039164,secondary,"Classic French bistro food in a space with a solid wooden bar, dim lights and European inspired decor.",http://www.lapoubellebistro.com/the-story/,1969,
739 Truman St, San Fernando,CA,91340,James Restaurant,-118.4393,34.282036,house,"Classic diner with a spectacular neon sign, burgundy leather booths  stools and a wood laminate counter.",http://jamesrestaurant.com/about-us/,1953,
10801 W Pico Blvd, Los Angeles,CA,90064,The Apple Pan,-118.427686,34.040592,house,"Classic burger  pie diner in a small house with a U-shaped counter, red leather stools  vintage signs.",http://en.wikipedia.org/wiki/The_Apple_Pan,1947,
1250 E Harvard Rd, Burbank,CA,91501,The Castaway,-118.3022437,34.2011596,residential,Classic American food. Opened in 1963 as a nautical-themed restaurant with a view rebuilt in 1994 after arson.,http://www.castawayburbank.com/about,1963,
16918 Saticoy St, Van Nuys,CA,91406,Heart Coffee Shop,-118.4534576,34.2084488,secondary,Classic 1970s family owned diner with no remodeling. Great heart sign out front.,http://www.yelp.com/biz/hearts-coffee-shop-van-nuys-2,1979,
850 W Willow St, Long Beach,CA,90806,Chee Chinese Restaurant,-118.201858,33.80430155,house,"Classic 1960s restaurant architecture and an amazing vintage sign. The interior is old school utilitarian with booths, wood laminate tables & Chinese decorative touches.",http://www.yelp.com/biz/chee-chinese-restaurant-long-beach,1962,
2901 Pico Blvd, Santa Monica,CA,90405,Rae's Restaurant,-118.45933,34.024919,house,"Classic 1950s diner with red leather booths, vintage light fixtures, neon sign and exterior wall made of rock.",http://www.yelp.com/biz/raes-restaurant-santa-monica,1958,
2206 W Whittier Blvd, Montebello,CA,90640,Gardunos,,,,"Classic â€™60s fast food architecture, with an amazing, brightly colored vintage sign and a dining area with brown vinyl booths. Serving American & Mexican food.",http://www.yelp.com/biz/gardunos-montebello,1961,
1012 S San Pedro St, Los Angeles,CA,90015,Paul's Kitchen,,,,Chinese-American food served in a neighborhood that was once one of L.A. early Chinatowns.,http://www.latimes.com/local/la-me-c1-pauls-kitchen-20131118-dto-htmlstory.html,1946,
3103 W Magnolia, Burbank,CA,91505,Pinocchio Italian Restaurant,,,,"Casually kitschy Italian-American food, cafeteria-style. Fun puppet-themed ambiance.",http://www.montecarlodeli.com/about-us.html,1971,
15564 Sierra Hwy, Santa Clarita,CA,91390,Halfway House Cafe,-118.4618728,34.4075534,secondary,"Casual, old country diner with rustic wood walls. Great Western-style exterior & vintage sign. Was a halfway trading post between L.A. & Palmdale in the early 1900â€™s.",http://www.halfwayhousecafe.com/,1931,
16161 San Fernando Mission Blvd, Granada Hills,CA,91344,Casa di Pizza,,,,"Casual, family-owned pizza joint. Though it has been remodeled â€œThe Sinatra Roomâ€ù honoring the famous crooner is quite a feature.",http://casadepizza.webs.com/aboutus.htm,1961,
4023 Market Street, Riverside,CA,92501,El Serape,-117.3772882,33.98033045,house,Casual Mexican restaurant with tufted red leather booths and dark wood laminate tables.,http://www.elsaraperestaurant.com/,1949,
812 N Evergreen Ave,Los Angeles,CA,90033,Manuel Original El Tepeyac Cafe,,,,Casual Mexican cafe with counter vintage exterior river rock front  original sign.,http://manuelseltepeyac.com/history/,1952,
13344 Hawthorne Blvd, Hawthorne,CA,90250,The Pizza Show,-118.3527289,33.9236744,primary,"Casual Italian in an old school restaurant with red leather booths & vintage old world, rustic touches. This was a regular hang of the Beach Boys when they were first starting out.",http://www.laweekly.com/restaurants/beach-boys-history-with-a-slice-of-pie-at-pizza-show-in-hawthorne-5546805,1958,
2411 E Washington, Pasadena,CA,91104,Domenico's Italian Restaurant,,,,Casual Italian American. Family owned  run for three generations. Not connected to the Long Beach Domenico.,http://www.originaldomenicos.com/about.html,1960,
2523 Artesia, Redondo Beach,CA,90278,El Indio Tortilla Factory,-118.3790509,33.872763,primary,"Casual family-owned Mexican food, with counter service and a no-frills dining area.",http://www.yelp.com/biz/el-indio-tortilla-factory-redondo-beach,1960,
2170 W Ball Rd, Anaheim,CA,92804,Mama Cozza Italian Restaurant,-117.9584404,33.81769011,house,"Casual family Italian with highly decorated walls, stained glass lamps and wood.",http://www.mamacozzas.com/,1965,
12924 Riverside Dr, Sherman Oaks,CA,91423,Mazzarino's,-118.4145198,34.157532,house,"Casual 1940s Italian pizzeria, at this location since 1956. Cool original signs interior remodeled  redecorated.",http://www.yelp.com/biz/mazzarinos-sherman-oaks,1956,
315 N Brand Blvd, Glendale,CA,91203,Porto's,-118.2551646,34.15025871,house,Busy Cuban bakery that began in 1973 in an L.A. storefront. Moved to Glendale in 1978  to this location in the early 821790s.,http://articles.burbankleader.com/2006-01-18/business/blr-portos18_1_glendale-bakery-family-bakeries-raul-porto,1973,
8351 Sunset Blvd, Los Angeles,CA,90069,Carney's,,,,Burgers  hot dogs served in an old Pacific Railroad train car on the Sunset strip.,http://carneysrestaurant.com/wordpress/aboutusfancy/,1975,
16320 Raymer St, Van Nuys,CA,91406,94th Aero Squadron,,,,Built next to the runaway at Van Nuys airport  full of aviation memorabilia. Steakhouse/American menu.,http://www.94thvannuys.com/home,1978,
34226 Doheny Park Rd, Capistrano Beach,CA,92624,El Patio Cafe,-117.6793615,33.463881,secondary,"Brightly colored, quaintly decorated cafe with vintage neon sign serving classic Mexican food.         ",http://elpatiocafe.com/,1937,
8017 Sunset Blvd, Los Angeles,CA,90046,Greenblatt's Delicatessen,,,,Brick fronted eat-in Jewish delicatessen with bakery and deli meat cases.,http://www.greenblattsdeli.com/index.php/about-us,1926,
13619 Ventura Blvd, Sherman Oaks,CA,91423,Antonio's Pizzeria,-118.4194752,34.1458315,residential,"Boasts an amazing neon sign in the shape of Italy , stained glass windows and black leather booths.",http://antoniospizzeria57.com/,1957,
6333 West Third Street, Los Angeles,CA,90036,Du-par's,,,,Began as an 8-seat  stall in the Original Farmer Market this comfort food diner now has several locations.,http://www.du-pars.com/dupars_story.html,1938,
17812 Bellflower Blvd, Bellflower,CA,90706,Ming Chinese Food,-118.1250516,33.8703449,house,"Beautiful mid-century Chinese restaurant with bright red leather booths, dark wood, Asian decorative touches and an original pagoda-styled building with signs.",http://www.yelp.com/biz/mings-chinese-food-bellflower,1952,
10825 Sepulveda Blvd, Mission Hills,CA,91345,The Bear Pit,-118.4673973,34.26596312,house,"BBQ restaurant first opened in Newhall in the 1940s. Beamed ceilings, wagon wheel light fixtures, saw dust on floor. Tennessee Ernie Ford was their early celebrity endorser.",http://bearpitbbq.com/,1954,
17317 Bellflower Blvd, Bellflower,CA,90706,Ricci's Italian Restaurant,-118.1252885,33.87549218,house,"Authentic, casual, neighborhood Italian-American restaurant with a basic, old school feel and a deli counter in the front of the room.",http://www.riccisitaliandelibellflower.com/,1940,
8536 W Pico Blvd, Los Angeles,CA,90035,Nick's Coffee Shop,-118.4247449,34.0419005,secondary,"Authentic vintage diner with original sign  interior. Brown leather booths, laminate wood counter.",http://www.yelp.com/biz/nicks-coffee-shop-and-deli-los-angeles,1946,
1000 E Main St, Alhambra,CA,91801,Bun 'N Burger,,,,"Authentic neighborhood diner serving American & Mexican food in a deco-style corner building with great neon. Interior has red booths & counter stools, â€™50s formica tables, a black and white checkered floor and walls covered with vintage memorabilia.",http://www.alhambrasource.org/stories/bun-%E2%80%98n-burger-where-alhambra-breakfast-club-gets-its-chorizo,1941,
7445 1/2 Sunset Blvd, Los Angeles,CA,90046,Moon of Tunis,,,,Authentic Moroccan prix fixe served among exotic decor with belly dancers performing.,http://www.mounoftunis.la/index.html,1977,
5043 Van Nuys Blvd, Sherman Oaks,CA,91403,Corky Restaurant,-118.448797,34.1621665,house,"Authentic Googie diner with river rock exterior, vintage interior and cocktail lounge. Has had several name changes.",http://www.corkysla.com/,1958,
8813 Lakewood Blvd, Downey,CA,90240,Arthur Restaurant,-118.110263,33.96067048,house,"Authentic â€™60s diner with wood paneled walls, olive green leather booths, wood laminate tables and original front sign.",http://www.yelp.com/biz/arthurs-restaurant-downey,1961,
840 S Fairfax Ave, Los Angeles,CA,90036,Tom Bergin's Public House,-118.3624926,34.06058876,house,"An Irish-styled pub, with lots of dark wood, it holds L.A. County 2nd oldest liquor license.",http://www.tombergins.com/about-us/,1936,
120 E Duarte Rd, Arcadia,CA,91006,Taco Lita,-118.0386586,34.1284288,secondary,"Americanized fast-food Mexican served in a spectacularly original late â€™60s building. Bright orange tiled floors, blue molded plastic seats and original signs.",http://www.yelp.com/biz/taco-lita-no-15-arcadia,1967,
950 Mei Ling Way, Los Angeles,CA,90012,Hop Louie,,,,"American-Chinese food. Originally called Golden Pagoda, its building is a 5-tiered pagoda.",http://www.yelp.com/biz/hop-louie-los-angeles,1941,
11208 Culver Blvd, Culver City,CA,90230,Dear John,-118.4103887,34.00466154,house,"American steakhouse. Classic, dimly lit ambiance brick walls, leather booths, framed photos of famous 8220Johns8221.",http://www.dearjohns.net/,1962,
11022 Aviation Blvd, Los Angeles,CA,90045,The Proud Bird,-118.3783504,33.93514921,house,American food. Aviation history themed under LAX flight path . Gutted in a 1984 arson fire  rebuilt.,http://www.theproudbird.com/proudbird/aboutus.aspx,1967,
30 N Fair Oaks Ave, Pasadena,CA,91103,Russell's Cafe,-118.1503822,34.14655838,house,"American food served at tiny cafe decorated with elaborate chandeliers, classic art work  crown molding.",http://www.oldpasadena.org/gc_merchantListing.asp?merchant_id=341,1930,
1700 W Olive Ave, Burbank,CA,91506,Tallyrand,-118.323041,34.167174,house,American diner with a lunch counter and booths and a separate cocktail lounge.,http://thetallyrand.weebly.com/tallyrand-history.html,1959,
12012 W Pico Blvd,Los Angeles,CA,90064,The Arsenal,,,,American bar food. The first 8220El Arsenal8221 was destroyed by flood in 1916  then 8220L8217Arsenal8221 destroyed by fire in 1949.,http://arsenalbar.com/,1950,
3122 W Burbank Blvd, Burbank,CA,91505,Larry Chili Dog,,,,Amazing vintage neon accentuates this basic hot dog stand. Outdoor patio seating only.,http://www.yelp.com/biz/larrys-chili-dog-burbank,1953,
5536 Melrose Ave, Los Angeles,CA,90004,Lucy El Adobe Cafe,-118.3209956,34.083419,house,"Across from Paramount Studios, classic 821760s Mexican decor and occasional star sightings.",http://patch.com/california/hollywood/inside-lucys-el-adobe-cafe-with-lucy,1964,
16341 Pacific Coast Highway, Sunset Beach,CA,90742,Harbor House Cafe,-118.0774739,33.72427674,house,"A seaside, converted beach cottage serving diner food and filled with vintage memorabilia. /span",http://www.harborhousecafe.com/index.htm,1939,
305 N Harbor Blvd, Fullerton,CA,92832,The Cellar,-117.9243528,33.87254224,house,A romantic cellar with cave-like brick walls designed by original Disneyland craftsmen.,http://www.cellardining.com/about.php,1969,
5566 N Figueroa St, Los Angeles,CA,90042,Folliero's Italian Food and Pizza,-118.2121044,34.0907418,residential,A neighborhood favorite with brick walls and tiled floors.,http://laist.com/2007/05/06/follieros_a_real_family_value.php,1968,
2801 Leonis Blvd, Vernon,CA,90058,La Villa Basque,-118.2130765,34.0001518,residential,A mid-century Basque restaurant that was unfortunately gutted in 2011 and given a poor modern remodel.,http://articles.latimes.com/2011/mar/24/local/la-me-vernon-restaurant-20110324,1960,
602 N Mt Vernon Ave, San Bernardino,CA,92411,Mitla Cafe,-117.3139456,34.11034164,house,"A landmark on Rte 66, this small Mexican cafe is where Glen Bell 8220borrowed8221 the taco recipe for Taco Bell.",http://la.eater.com/2015/1/30/7952807/san-bernardino-mitla-cafe-history-taco-bell-feature-photos,1937,
7561 Center Ave, Huntington Beach,CA,92647,Old World German Restaurant,,,,A kitschy restaurant resembling an old European village serving German  Austrian food.,http://oldworld.ws/german-restaurant.html,1978,
928 N Euclid St, Anaheim,CA,92801,La Palma Chicken Pie Shop,-117.9415406,33.84452418,house,"A great  neon sign, vintage booths, light fixtures, wood paneling serving pot pies  comfort food.",http://www.ocregister.com/articles/anaheim-381206-city-chicken.html,1955,
4017 Sepulveda Blvd, Culver City,CA,90230,Johnny Pastrami,11.3400106,51.3258094,locality,24-hour walk-up pastrami stand with original signs. Seating at a counter on the side.,http://laist.com/2007/10/24/late_night_eats_12.php,1956,
913 E. California Blvd., Pasadena,CA,91106,Pie 8216n Burger,-118.1367904,34.1358587,secondary,"1960s diner with wood paneled walls, a long laminate lunch counter and colonial revival counter stools.",http://pienburger.com/history/,1963,
419 N Fairfax Ave, Los Angeles,CA,90036,Canters,-118.3614965,34.0887738,primary,1950s-designed Jewish deli that originally opened in Boyle Heights in 1931. Moved to its current location in 1953.,http://www.cantersdeli.com/home,1931,
2400 E 7th St, Long Beach,CA,90804,The Prospector,-118.163137,33.775269,house,"1849 Gold rush-themed steakhouse with amazing exterior murals and sign. Dimly lit interior with old school booths, wood paneling, and a lounge featuring live music.",http://theprospectorlongbeach.tumblr.com/info,1965,
8597 W Pico Blvd, Los Angeles,CA,90035,Twin Dragon Shanghai Cuisine,-118.4247449,34.0419005,secondary,"â€™60s-style American Chinese. Unfortunately remodeled inside, but has original entrance.",http://www.twindragonla.com/about/,1962,
